customer_id,customer_name,gender,age,city,state,country,signup_date,customer_segment,income_group
732,Customer_732,M,30,Munich,Bavaria,Germany,2023-10-25,Premium,High
733,Customer_733,M,36,Vancouver,BC,Canada,2023-08-16,Regular,Low
734,Customer_734,M,31,Toronto,ON,Canada,2023-05-23,Corporate,Medium
735,Customer_735,M,49,Manchester,England,UK,2024-02-25,Premium,Medium
736,Customer_736,M,18,Sydney,NSW,Australia,2022-11-22,Premium,High
737,Customer_737,M,29,London,England,UK,2023-12-03,Premium,Medium
738,Customer_738,F,18,Sydney,NSW,Australia,2024-04-22,Corporate,Low
739,Customer_739,M,65,Toronto,ON,Canada,2022-12-20,Corporate,Low
740,Customer_740,F,65,London,England,UK,2024-04-18,Regular,Medium
741,Customer_741,F,43,Austin,TX,USA,2022-11-16,Corporate,High
742,Customer_742,M,34,Toronto,ON,Canada,2022-05-11,Premium,High
743,Customer_743,M,41,Vancouver,BC,Canada,2022-12-19,Premium,Low
744,Customer_744,F,60,London,England,UK,2022-11-01,Corporate,High
745,Customer_745,M,26,Munich,Bavaria,Germany,2023-08-13,Regular,Medium
746,Customer_746,M,43,Sydney,NSW,Australia,2023-05-13,Regular,Low
747,Customer_747,M,43,Munich,Bavaria,Germany,2023-06-14,Regular,Medium
748,Customer_748,M,68,Los Angeles,CA,USA,2023-07-28,Premium,Medium
749,Customer_749,F,59,New York,NY,USA,2023-11-11,Premium,Medium
750,Customer_750,M,30,Sydney,NSW,Australia,2023-11-05,Premium,High
751,Customer_751,M,43,Vancouver,BC,Canada,2023-01-03,Regular,Medium
752,Customer_752,F,27,Manchester,England,UK,2024-03-29,Regular,Medium
753,Customer_753,M,45,Manchester,England,UK,2023-10-30,Premium,Medium
754,Customer_754,F,65,Sydney,NSW,Australia,2023-04-24,Corporate,Medium
755,Customer_755,M,22,Sydney,NSW,Australia,2022-05-04,Corporate,Low
756,Customer_756,M,50,Toronto,ON,Canada,2023-12-24,Premium,High
757,Customer_757,F,49,Sydney,NSW,Australia,2024-03-08,Regular,Low
758,Customer_758,F,63,New York,NY,USA,2022-07-25,Regular,Medium
759,Customer_759,F,50,Manchester,England,UK,2023-09-11,Regular,Medium
760,Customer_760,M,45,Sydney,NSW,Australia,2024-03-26,Premium,High
761,Customer_761,F,51,New York,NY,USA,2023-12-25,Regular,High
762,Customer_762,F,25,Vancouver,BC,Canada,2022-09-19,Corporate,High
763,Customer_763,M,37,Munich,Bavaria,Germany,2023-10-19,Corporate,Low
764,Customer_764,F,33,Toronto,ON,Canada,2023-11-09,Corporate,High
765,Customer_765,M,40,Vancouver,BC,Canada,2022-07-16,Premium,Low
766,Customer_766,M,31,Munich,Bavaria,Germany,2023-11-25,Premium,High
767,Customer_767,M,18,Munich,Bavaria,Germany,2022-01-08,Regular,Low
768,Customer_768,M,48,London,England,UK,2023-10-09,Premium,Medium
769,Customer_769,F,47,Austin,TX,USA,2022-06-27,Corporate,Low
770,Customer_770,M,23,Sydney,NSW,Australia,2024-04-21,Regular,High
771,Customer_771,F,20,Vancouver,BC,Canada,2022-01-27,Premium,Low
772,Customer_772,M,39,Sydney,NSW,Australia,2023-09-11,Corporate,High
773,Customer_773,M,36,Munich,Bavaria,Germany,2022-11-19,Premium,High
774,Customer_774,M,50,Austin,TX,USA,2023-03-13,Regular,High
775,Customer_775,M,42,Sydney,NSW,Australia,2022-08-21,Corporate,Low
776,Customer_776,M,49,Austin,TX,USA,2024-06-13,Corporate,Medium
777,Customer_777,F,29,Munich,Bavaria,Germany,2022-12-08,Premium,High
778,Customer_778,F,42,Munich,Bavaria,Germany,2022-02-19,Premium,Medium
779,Customer_779,M,46,Munich,Bavaria,Germany,2024-05-27,Premium,High
780,Customer_780,F,70,Toronto,ON,Canada,2024-02-05,Premium,Low
781,Customer_781,M,39,London,England,UK,2024-06-10,Regular,Medium
782,Customer_782,F,54,Munich,Bavaria,Germany,2022-12-26,Premium,Low
783,Customer_783,M,59,Manchester,England,UK,2024-01-27,Regular,Medium
784,Customer_784,M,24,Los Angeles,CA,USA,2022-01-03,Regular,Low
785,Customer_785,M,69,Dallas,TX,USA,2023-02-03,Regular,High
786,Customer_786,F,68,Toronto,ON,Canada,2022-02-28,Premium,Low
787,Customer_787,M,60,Manchester,England,UK,2022-11-07,Corporate,Medium
788,Customer_788,M,47,New York,NY,USA,2022-05-18,Corporate,Medium
789,Customer_789,F,18,Dallas,TX,USA,2022-05-18,Corporate,Medium
790,Customer_790,M,30,Sydney,NSW,Australia,2023-03-30,Premium,High
791,Customer_791,F,58,New York,NY,USA,2022-07-17,Corporate,Low
792,Customer_792,F,56,Los Angeles,CA,USA,2024-01-14,Premium,Medium
793,Customer_793,F,53,Vancouver,BC,Canada,2022-06-15,Regular,Medium
794,Customer_794,M,49,Sydney,NSW,Australia,2022-01-16,Premium,Low
795,Customer_795,F,28,Vancouver,BC,Canada,2024-02-05,Regular,Low
796,Customer_796,F,40,Sydney,NSW,Australia,2023-05-26,Corporate,Low
797,Customer_797,F,56,Sydney,NSW,Australia,2022-07-30,Premium,High
798,Customer_798,M,33,Austin,TX,USA,2023-10-29,Corporate,Low
799,Customer_799,F,19,Vancouver,BC,Canada,2022-09-27,Regular,High
800,Customer_800,M,63,New York,NY,USA,2023-10-09,Corporate,Medium
801,Customer_801,M,39,Sydney,NSW,Australia,2022-07-21,Regular,Low
802,Customer_802,F,32,Manchester,England,UK,2023-11-27,Regular,Medium
803,Customer_803,F,27,New York,NY,USA,2022-01-25,Corporate,High
804,Customer_804,F,66,Vancouver,BC,Canada,2024-02-01,Corporate,Low
805,Customer_805,M,44,Dallas,TX,USA,2022-10-07,Regular,High
806,Customer_806,F,60,Vancouver,BC,Canada,2023-07-04,Corporate,High
807,Customer_807,M,29,London,England,UK,2023-01-26,Premium,High
808,Customer_808,F,20,Munich,Bavaria,Germany,2023-12-21,Regular,Medium
809,Customer_809,F,32,Munich,Bavaria,Germany,2022-11-23,Premium,High
810,Customer_810,F,26,Munich,Bavaria,Germany,2023-09-10,Corporate,Medium
811,Customer_811,F,25,Sydney,NSW,Australia,2023-06-02,Premium,Low
812,Customer_812,M,61,Munich,Bavaria,Germany,2023-08-14,Premium,Medium
813,Customer_813,F,52,London,England,UK,2023-08-19,Premium,Medium
814,Customer_814,F,42,Munich,Bavaria,Germany,2022-08-01,Regular,Medium
815,Customer_815,M,66,Toronto,ON,Canada,2022-06-27,Regular,High
816,Customer_816,M,70,Toronto,ON,Canada,2024-03-27,Regular,High
817,Customer_817,M,49,London,England,UK,2022-03-27,Regular,High
818,Customer_818,F,42,Austin,TX,USA,2022-05-30,Regular,High
819,Customer_819,F,19,London,England,UK,2022-09-05,Premium,Low
820,Customer_820,F,52,New York,NY,USA,2022-02-17,Premium,Low
821,Customer_821,M,52,Munich,Bavaria,Germany,2024-05-30,Regular,Low
822,Customer_822,F,49,Munich,Bavaria,Germany,2023-11-07,Regular,Low
823,Customer_823,F,63,London,England,UK,2022-05-01,Regular,High
824,Customer_824,F,59,Munich,Bavaria,Germany,2023-12-10,Regular,Low
825,Customer_825,M,26,Dallas,TX,USA,2024-05-09,Regular,High
826,Customer_826,F,52,Munich,Bavaria,Germany,2023-05-11,Premium,Low
827,Customer_827,M,33,Austin,TX,USA,2022-02-17,Corporate,High
828,Customer_828,F,30,Munich,Bavaria,Germany,2022-08-28,Regular,High
829,Customer_829,F,32,Vancouver,BC,Canada,2022-12-25,Regular,Low
830,Customer_830,M,47,New York,NY,USA,2024-03-07,Regular,Low
831,Customer_831,F,53,Vancouver,BC,Canada,2022-04-15,Premium,Medium
832,Customer_832,M,52,Dallas,TX,USA,2023-05-10,Regular,Low
833,Customer_833,M,34,New York,NY,USA,2022-04-09,Premium,Medium
834,Customer_834,F,51,Munich,Bavaria,Germany,2024-05-18,Regular,Low
835,Customer_835,M,28,Sydney,NSW,Australia,2024-05-31,Regular,High
836,Customer_836,F,55,New York,NY,USA,2022-04-21,Regular,Medium
837,Customer_837,F,46,Austin,TX,USA,2024-04-26,Premium,Medium
838,Customer_838,F,67,San Diego,CA,USA,2022-11-20,Corporate,Medium
839,Customer_839,F,39,Munich,Bavaria,Germany,2022-01-07,Premium,Low
840,Customer_840,M,54,London,England,UK,2023-08-21,Premium,Medium
841,Customer_841,F,47,Toronto,ON,Canada,2022-12-16,Corporate,Medium
842,Customer_842,M,65,Munich,Bavaria,Germany,2023-10-01,Premium,Medium
843,Customer_843,M,60,Vancouver,BC,Canada,2023-06-15,Corporate,Medium
844,Customer_844,F,69,Manchester,England,UK,2023-08-28,Corporate,Medium
845,Customer_845,M,20,New York,NY,USA,2023-09-09,Regular,Low
846,Customer_846,F,49,Los Angeles,CA,USA,2024-04-01,Premium,High
847,Customer_847,F,70,Toronto,ON,Canada,2023-08-22,Regular,High
848,Customer_848,F,54,Munich,Bavaria,Germany,2022-11-13,Corporate,High
849,Customer_849,F,38,Toronto,ON,Canada,2022-02-06,Corporate,High
850,Customer_850,M,67,Sydney,NSW,Australia,2023-10-22,Regular,Medium
851,Customer_851,F,50,Vancouver,BC,Canada,2022-12-17,Premium,High
852,Customer_852,M,31,Manchester,England,UK,2023-02-11,Corporate,Low
853,Customer_853,M,36,Sydney,NSW,Australia,2022-07-26,Premium,Medium
854,Customer_854,M,66,San Diego,CA,USA,2022-06-20,Premium,High
855,Customer_855,F,69,Sydney,NSW,Australia,2024-02-04,Corporate,Medium
856,Customer_856,F,59,Dallas,TX,USA,2023-06-11,Corporate,Low
857,Customer_857,M,67,Sydney,NSW,Australia,2023-06-06,Corporate,Medium
858,Customer_858,M,36,Los Angeles,CA,USA,2022-01-30,Premium,Low
859,Customer_859,M,57,Dallas,TX,USA,2023-08-14,Corporate,High
860,Customer_860,M,56,Vancouver,BC,Canada,2023-09-22,Corporate,High
861,Customer_861,F,26,San Diego,CA,USA,2023-09-15,Regular,High
862,Customer_862,F,56,Munich,Bavaria,Germany,2024-01-04,Premium,Low
863,Customer_863,F,66,London,England,UK,2024-06-04,Regular,Medium
864,Customer_864,F,30,Toronto,ON,Canada,2023-03-19,Corporate,Low
865,Customer_865,M,27,Vancouver,BC,Canada,2022-10-10,Corporate,High
866,Customer_866,F,67,Sydney,NSW,Australia,2023-04-01,Corporate,High
867,Customer_867,M,68,Munich,Bavaria,Germany,2022-06-20,Premium,Medium
868,Customer_868,F,68,Munich,Bavaria,Germany,2022-09-21,Corporate,Medium
869,Customer_869,M,65,San Diego,CA,USA,2024-01-14,Premium,Low
870,Customer_870,F,60,Manchester,England,UK,2023-01-04,Corporate,Low
871,Customer_871,F,53,New York,NY,USA,2022-01-11,Corporate,Medium
872,Customer_872,F,69,Sydney,NSW,Australia,2024-02-01,Regular,Low
873,Customer_873,M,57,New York,NY,USA,2024-03-05,Premium,Medium
874,Customer_874,M,50,Sydney,NSW,Australia,2022-06-30,Regular,High
875,Customer_875,F,54,Vancouver,BC,Canada,2022-03-26,Regular,Medium
876,Customer_876,M,45,Austin,TX,USA,2023-06-06,Premium,High
877,Customer_877,F,45,New York,NY,USA,2023-12-30,Corporate,Medium
878,Customer_878,F,60,Sydney,NSW,Australia,2022-11-22,Regular,Medium
879,Customer_879,M,19,Munich,Bavaria,Germany,2023-03-16,Regular,Medium
880,Customer_880,M,28,Los Angeles,CA,USA,2022-04-22,Premium,Low
881,Customer_881,F,32,Sydney,NSW,Australia,2022-09-30,Regular,High
882,Customer_882,F,36,Sydney,NSW,Australia,2022-10-28,Regular,Medium
883,Customer_883,M,41,Munich,Bavaria,Germany,2024-03-24,Corporate,Medium
884,Customer_884,M,46,Los Angeles,CA,USA,2022-11-09,Regular,Medium
885,Customer_885,F,67,Sydney,NSW,Australia,2023-09-20,Corporate,Medium
886,Customer_886,M,36,Manchester,England,UK,2022-04-08,Regular,Low
887,Customer_887,F,53,Austin,TX,USA,2023-05-30,Premium,High
888,Customer_888,M,32,San Diego,CA,USA,2023-11-13,Regular,Medium
889,Customer_889,F,26,Munich,Bavaria,Germany,2022-07-27,Premium,Low
890,Customer_890,F,33,Dallas,TX,USA,2022-06-13,Corporate,Medium
891,Customer_891,M,35,Austin,TX,USA,2024-01-22,Regular,Low
892,Customer_892,F,40,Toronto,ON,Canada,2022-07-02,Regular,Low
893,Customer_893,M,48,Sydney,NSW,Australia,2022-08-20,Premium,Medium
894,Customer_894,F,57,London,England,UK,2022-12-19,Premium,Low
895,Customer_895,F,42,Sydney,NSW,Australia,2023-05-20,Corporate,High
896,Customer_896,M,60,London,England,UK,2023-01-28,Premium,Low
897,Customer_897,M,70,Manchester,England,UK,2023-06-20,Corporate,Medium
898,Customer_898,F,19,Vancouver,BC,Canada,2024-02-20,Regular,Low
899,Customer_899,M,40,New York,NY,USA,2023-08-08,Corporate,High
900,Customer_900,M,68,Vancouver,BC,Canada,2023-04-02,Regular,High
901,Customer_901,F,59,Los Angeles,CA,USA,2023-02-28,Corporate,High
902,Customer_902,M,49,Munich,Bavaria,Germany,2022-06-18,Corporate,Medium
903,Customer_903,F,57,New York,NY,USA,2023-10-21,Premium,High
904,Customer_904,M,20,Toronto,ON,Canada,2023-12-08,Regular,Medium
905,Customer_905,F,28,London,England,UK,2023-07-01,Corporate,Medium
906,Customer_906,M,22,Toronto,ON,Canada,2023-02-17,Regular,High
907,Customer_907,F,63,Toronto,ON,Canada,2022-07-17,Premium,Low
908,Customer_908,F,49,Sydney,NSW,Australia,2022-01-21,Corporate,Low
909,Customer_909,M,62,Munich,Bavaria,Germany,2022-11-10,Corporate,High
910,Customer_910,F,68,Sydney,NSW,Australia,2023-09-20,Corporate,Medium
911,Customer_911,F,52,Toronto,ON,Canada,2022-10-09,Premium,Medium
912,Customer_912,F,59,Sydney,NSW,Australia,2022-02-17,Premium,Medium
913,Customer_913,F,41,Manchester,England,UK,2023-03-19,Regular,Low
914,Customer_914,F,51,Munich,Bavaria,Germany,2023-04-16,Regular,Low
915,Customer_915,F,63,Manchester,England,UK,2022-07-02,Premium,Low
916,Customer_916,F,28,London,England,UK,2022-02-27,Regular,Low
917,Customer_917,M,58,Dallas,TX,USA,2023-11-13,Corporate,Low
918,Customer_918,M,20,New York,NY,USA,2023-03-08,Premium,Medium
919,Customer_919,M,48,Munich,Bavaria,Germany,2022-01-31,Premium,High
920,Customer_920,M,19,Manchester,England,UK,2024-04-15,Premium,Low
921,Customer_921,M,23,Manchester,England,UK,2023-04-23,Corporate,Medium
922,Customer_922,M,18,Toronto,ON,Canada,2023-09-14,Regular,Medium
923,Customer_923,M,49,Munich,Bavaria,Germany,2023-02-02,Premium,Low
924,Customer_924,M,54,Sydney,NSW,Australia,2022-02-08,Regular,Low
925,Customer_925,M,32,Dallas,TX,USA,2024-04-10,Premium,Medium
926,Customer_926,F,24,Manchester,England,UK,2023-12-06,Regular,High
927,Customer_927,F,18,Munich,Bavaria,Germany,2024-05-01,Premium,Medium
928,Customer_928,F,52,Austin,TX,USA,2024-01-29,Corporate,Medium
929,Customer_929,F,33,Toronto,ON,Canada,2022-05-13,Regular,Low
930,Customer_930,F,67,Munich,Bavaria,Germany,2023-02-07,Corporate,Low
931,Customer_931,F,48,Dallas,TX,USA,2024-04-05,Premium,Low
932,Customer_932,M,50,Manchester,England,UK,2023-10-30,Premium,Low
933,Customer_933,F,57,Munich,Bavaria,Germany,2022-11-30,Premium,Low
934,Customer_934,F,43,London,England,UK,2022-01-24,Premium,Medium
935,Customer_935,M,64,Toronto,ON,Canada,2022-05-21,Corporate,Medium
936,Customer_936,F,45,London,England,UK,2022-11-16,Regular,Low
937,Customer_937,F,56,Munich,Bavaria,Germany,2022-06-27,Premium,High
938,Customer_938,M,23,New York,NY,USA,2022-11-03,Premium,Medium
939,Customer_939,F,20,San Diego,CA,USA,2024-06-17,Regular,Medium
940,Customer_940,F,22,New York,NY,USA,2022-06-12,Corporate,High
941,Customer_941,F,22,Vancouver,BC,Canada,2022-07-06,Corporate,Low
942,Customer_942,M,28,Sydney,NSW,Australia,2023-09-10,Regular,High
943,Customer_943,M,26,Dallas,TX,USA,2023-11-03,Premium,Medium
944,Customer_944,M,59,London,England,UK,2023-02-14,Premium,Low
945,Customer_945,M,39,Munich,Bavaria,Germany,2023-12-08,Regular,Low
946,Customer_946,M,63,Toronto,ON,Canada,2023-07-30,Corporate,Medium
947,Customer_947,M,42,Austin,TX,USA,2022-10-10,Regular,Medium
948,Customer_948,M,61,Munich,Bavaria,Germany,2024-06-06,Corporate,Low
949,Customer_949,M,56,Munich,Bavaria,Germany,2022-01-19,Premium,Low
950,Customer_950,F,63,London,England,UK,2023-02-11,Premium,High
951,Customer_951,F,35,New York,NY,USA,2024-06-15,Regular,Medium
952,Customer_952,M,33,Sydney,NSW,Australia,2024-05-10,Regular,High
953,Customer_953,M,24,Sydney,NSW,Australia,2023-05-22,Regular,Medium
954,Customer_954,M,23,Austin,TX,USA,2023-12-30,Regular,High
955,Customer_955,M,42,Vancouver,BC,Canada,2024-02-05,Regular,High
956,Customer_956,M,46,Los Angeles,CA,USA,2022-05-19,Regular,Low
957,Customer_957,F,58,London,England,UK,2024-01-20,Corporate,High
958,Customer_958,M,35,Munich,Bavaria,Germany,2023-08-31,Regular,High
959,Customer_959,M,46,Sydney,NSW,Australia,2024-05-07,Regular,High
960,Customer_960,F,52,Munich,Bavaria,Germany,2023-08-08,Regular,Medium
961,Customer_961,M,50,Munich,Bavaria,Germany,2023-07-30,Corporate,Medium
962,Customer_962,M,41,New York,NY,USA,2022-11-23,Premium,Medium
963,Customer_963,F,49,Munich,Bavaria,Germany,2023-08-29,Premium,Medium
964,Customer_964,M,70,Vancouver,BC,Canada,2022-08-30,Corporate,Medium
965,Customer_965,F,49,Sydney,NSW,Australia,2024-02-07,Regular,High
966,Customer_966,M,24,Munich,Bavaria,Germany,2023-03-29,Premium,Low
967,Customer_967,M,33,New York,NY,USA,2022-04-23,Regular,High
968,Customer_968,M,20,Los Angeles,CA,USA,2022-07-13,Premium,High
969,Customer_969,F,22,Manchester,England,UK,2022-06-29,Corporate,Medium
970,Customer_970,F,54,New York,NY,USA,2022-04-12,Corporate,Medium
971,Customer_971,F,52,Austin,TX,USA,2024-01-07,Regular,Medium
972,Customer_972,F,63,London,England,UK,2024-04-07,Regular,Medium
973,Customer_973,F,33,Munich,Bavaria,Germany,2023-05-18,Regular,Medium
974,Customer_974,M,49,Manchester,England,UK,2022-08-28,Regular,High
975,Customer_975,M,70,Toronto,ON,Canada,2023-12-11,Premium,Low
976,Customer_976,M,62,Sydney,NSW,Australia,2024-03-20,Premium,Low
977,Customer_977,F,37,Munich,Bavaria,Germany,2023-06-10,Corporate,Medium
978,Customer_978,F,26,Sydney,NSW,Australia,2023-02-09,Regular,Medium
979,Customer_979,F,19,Sydney,NSW,Australia,2022-01-23,Regular,High
980,Customer_980,M,70,San Diego,CA,USA,2022-03-20,Premium,High
981,Customer_981,M,48,Manchester,England,UK,2023-02-09,Premium,High
982,Customer_982,F,66,Munich,Bavaria,Germany,2022-12-09,Premium,High
983,Customer_983,M,19,Munich,Bavaria,Germany,2024-01-28,Premium,Low
984,Customer_984,M,57,Sydney,NSW,Australia,2023-10-08,Corporate,Low
985,Customer_985,M,30,London,England,UK,2022-06-24,Regular,Low
986,Customer_986,M,65,Sydney,NSW,Australia,2024-03-11,Regular,Low
987,Customer_987,M,24,Los Angeles,CA,USA,2023-12-28,Regular,Low
988,Customer_988,M,35,Munich,Bavaria,Germany,2022-01-20,Premium,Low
989,Customer_989,F,45,Munich,Bavaria,Germany,2023-10-05,Premium,Medium
990,Customer_990,M,55,New York,NY,USA,2022-07-13,Premium,Medium
991,Customer_991,F,46,Toronto,ON,Canada,2023-08-14,Premium,High
992,Customer_992,M,41,New York,NY,USA,2022-05-06,Premium,High
993,Customer_993,F,61,Munich,Bavaria,Germany,2023-01-03,Corporate,Low
994,Customer_994,F,22,Austin,TX,USA,2022-04-03,Regular,Medium
995,Customer_995,F,57,Munich,Bavaria,Germany,2023-01-14,Premium,High
996,Customer_996,M,24,Sydney,NSW,Australia,2022-06-03,Corporate,High
997,Customer_997,M,70,Sydney,NSW,Australia,2022-07-20,Regular,High
998,Customer_998,M,39,Manchester,England,UK,2022-12-08,Premium,Low
999,Customer_999,F,32,Vancouver,BC,Canada,2023-07-02,Corporate,Low
1000,Customer_1000,M,18,Sydney,NSW,Australia,2023-08-30,Regular,Medium
1001,Customer_1001,M,37,Vancouver,BC,Canada,2023-06-08,Corporate,Medium
1002,Customer_1002,F,64,Manchester,England,UK,2023-01-24,Regular,Medium
1003,Customer_1003,F,65,Sydney,NSW,Australia,2024-04-02,Regular,High
1004,Customer_1004,F,42,London,England,UK,2022-08-02,Regular,High
1005,Customer_1005,M,48,Vancouver,BC,Canada,2023-10-04,Corporate,High
1006,Customer_1006,F,27,London,England,UK,2023-03-23,Regular,Low
1007,Customer_1007,F,55,Toronto,ON,Canada,2022-04-29,Corporate,Low
1008,Customer_1008,F,33,San Diego,CA,USA,2022-05-21,Corporate,Low
1009,Customer_1009,F,48,Manchester,England,UK,2023-08-12,Premium,Medium
1010,Customer_1010,M,20,Sydney,NSW,Australia,2022-08-30,Corporate,Medium
1011,Customer_1011,F,53,London,England,UK,2024-05-29,Regular,Low
1012,Customer_1012,F,54,Munich,Bavaria,Germany,2023-11-09,Corporate,Medium
1013,Customer_1013,F,21,Austin,TX,USA,2024-03-27,Premium,High
1014,Customer_1014,M,60,New York,NY,USA,2024-01-31,Regular,Medium
1015,Customer_1015,F,57,Toronto,ON,Canada,2023-03-17,Corporate,Low
1016,Customer_1016,M,69,Manchester,England,UK,2022-03-31,Regular,Medium
1017,Customer_1017,M,28,Vancouver,BC,Canada,2023-01-22,Premium,Low
1018,Customer_1018,M,59,Sydney,NSW,Australia,2023-04-30,Corporate,Low
1019,Customer_1019,F,29,London,England,UK,2023-08-21,Premium,Medium
1020,Customer_1020,M,60,Toronto,ON,Canada,2024-01-03,Premium,High
1021,Customer_1021,F,51,London,England,UK,2022-12-11,Regular,Medium
1022,Customer_1022,F,49,Sydney,NSW,Australia,2022-10-10,Premium,High
1023,Customer_1023,M,49,Sydney,NSW,Australia,2023-01-06,Regular,Medium
1024,Customer_1024,M,37,Munich,Bavaria,Germany,2023-11-27,Regular,High
1025,Customer_1025,F,66,Munich,Bavaria,Germany,2022-02-10,Corporate,Low
1026,Customer_1026,F,22,Austin,TX,USA,2023-12-01,Corporate,Medium
1027,Customer_1027,F,27,Dallas,TX,USA,2023-02-03,Corporate,Medium
1028,Customer_1028,M,18,San Diego,CA,USA,2022-12-21,Regular,Medium
1029,Customer_1029,M,48,Sydney,NSW,Australia,2022-03-26,Premium,Medium
1030,Customer_1030,F,31,London,England,UK,2022-12-23,Premium,Low
1031,Customer_1031,F,30,Munich,Bavaria,Germany,2024-06-05,Corporate,Low
1032,Customer_1032,F,55,New York,NY,USA,2022-01-15,Premium,High
1033,Customer_1033,M,56,Los Angeles,CA,USA,2023-12-28,Corporate,Medium
1034,Customer_1034,M,54,Munich,Bavaria,Germany,2022-11-11,Premium,High
1035,Customer_1035,M,36,Munich,Bavaria,Germany,2022-09-12,Premium,Low
1036,Customer_1036,F,69,Manchester,England,UK,2023-04-01,Premium,Medium
1037,Customer_1037,M,23,Dallas,TX,USA,2023-11-25,Premium,Medium
1038,Customer_1038,F,29,Sydney,NSW,Australia,2022-10-29,Regular,Low
1039,Customer_1039,F,22,Manchester,England,UK,2023-04-03,Premium,Low
1040,Customer_1040,F,50,Munich,Bavaria,Germany,2022-11-10,Corporate,Low
1041,Customer_1041,F,35,London,England,UK,2024-01-29,Premium,Medium
1042,Customer_1042,M,32,New York,NY,USA,2023-03-08,Premium,Medium
1043,Customer_1043,M,36,Austin,TX,USA,2023-07-08,Regular,Medium
1044,Customer_1044,F,42,Sydney,NSW,Australia,2022-06-24,Regular,Medium
1045,Customer_1045,F,24,Vancouver,BC,Canada,2022-10-24,Corporate,Low
1046,Customer_1046,F,28,Munich,Bavaria,Germany,2023-02-06,Regular,High
1047,Customer_1047,F,44,Austin,TX,USA,2023-12-24,Corporate,Low
1048,Customer_1048,M,69,Sydney,NSW,Australia,2022-02-08,Premium,High
1049,Customer_1049,M,25,Vancouver,BC,Canada,2022-08-21,Regular,High
1050,Customer_1050,M,35,Manchester,England,UK,2023-01-19,Regular,High
1051,Customer_1051,F,29,Sydney,NSW,Australia,2024-04-05,Premium,Medium
1052,Customer_1052,M,43,Vancouver,BC,Canada,2023-04-18,Corporate,Low
1053,Customer_1053,M,54,Vancouver,BC,Canada,2022-11-10,Regular,High
1054,Customer_1054,M,59,Vancouver,BC,Canada,2023-06-16,Corporate,High
1055,Customer_1055,F,49,Manchester,England,UK,2023-01-21,Regular,Medium
1056,Customer_1056,M,54,Dallas,TX,USA,2024-03-24,Corporate,Medium
1057,Customer_1057,F,18,Toronto,ON,Canada,2023-05-02,Regular,High
1058,Customer_1058,M,47,Munich,Bavaria,Germany,2023-08-05,Regular,Low
1059,Customer_1059,F,50,Dallas,TX,USA,2022-08-15,Regular,High
1060,Customer_1060,F,54,Manchester,England,UK,2023-12-28,Premium,High
1061,Customer_1061,M,41,Sydney,NSW,Australia,2022-04-29,Corporate,Medium
1062,Customer_1062,M,65,Toronto,ON,Canada,2023-09-01,Corporate,Low
1063,Customer_1063,M,49,Munich,Bavaria,Germany,2024-02-01,Premium,Medium
1064,Customer_1064,F,37,Manchester,England,UK,2024-02-16,Corporate,Low
1065,Customer_1065,F,42,Dallas,TX,USA,2022-10-12,Premium,Low
1066,Customer_1066,M,31,Los Angeles,CA,USA,2023-02-25,Corporate,Low
1067,Customer_1067,M,36,Vancouver,BC,Canada,2023-03-21,Premium,Medium
1068,Customer_1068,M,22,Sydney,NSW,Australia,2023-06-03,Corporate,High
1069,Customer_1069,M,47,Sydney,NSW,Australia,2023-03-07,Corporate,Medium
1070,Customer_1070,F,21,Munich,Bavaria,Germany,2024-03-13,Regular,High
1071,Customer_1071,M,43,Sydney,NSW,Australia,2023-11-30,Regular,High
1072,Customer_1072,M,34,Manchester,England,UK,2023-02-15,Regular,Medium
1073,Customer_1073,F,33,Sydney,NSW,Australia,2024-01-23,Premium,Low
1074,Customer_1074,M,45,London,England,UK,2023-03-26,Premium,Medium
1075,Customer_1075,M,65,Munich,Bavaria,Germany,2022-08-15,Premium,Low
1076,Customer_1076,F,55,Austin,TX,USA,2023-09-24,Corporate,Low
1077,Customer_1077,M,22,Sydney,NSW,Australia,2022-11-04,Corporate,Low
1078,Customer_1078,F,54,San Diego,CA,USA,2023-04-13,Premium,High
1079,Customer_1079,F,32,Manchester,England,UK,2022-10-26,Corporate,Low
1080,Customer_1080,F,69,Toronto,ON,Canada,2024-03-22,Premium,High
1081,Customer_1081,M,26,Manchester,England,UK,2022-07-08,Regular,Low
1082,Customer_1082,F,45,Toronto,ON,Canada,2023-10-06,Corporate,High
1083,Customer_1083,M,60,Manchester,England,UK,2022-10-03,Corporate,Medium
1084,Customer_1084,M,20,Munich,Bavaria,Germany,2024-06-19,Premium,Low
1085,Customer_1085,M,29,Sydney,NSW,Australia,2023-09-01,Premium,High
1086,Customer_1086,F,32,London,England,UK,2022-01-30,Corporate,Medium
1087,Customer_1087,F,42,London,England,UK,2023-07-19,Premium,High
1088,Customer_1088,M,24,Sydney,NSW,Australia,2023-04-03,Corporate,Medium
1089,Customer_1089,F,45,London,England,UK,2022-05-01,Premium,Medium
1090,Customer_1090,F,35,Vancouver,BC,Canada,2023-06-23,Premium,Medium
1091,Customer_1091,M,50,Sydney,NSW,Australia,2022-02-26,Corporate,High
1092,Customer_1092,M,46,Austin,TX,USA,2022-07-19,Premium,High
1093,Customer_1093,F,67,Manchester,England,UK,2024-01-03,Corporate,High
